,task_id,pretty_formula,band_gap,unit_cell_formula,nsites,e_above_hull,elements,volume
73929,mp-778994,Li4MnFe3(BO3)4,3.1586,"{'Li': 4.0, 'Mn': 1.0, 'Fe': 3.0, 'B': 4.0, 'O': 12.0}",24,0.003937225069445,"['B', 'Fe', 'Li', 'Mn', 'O']",251.413601665925
74288,mp-22003,NaN3,4.0245,"{'N': 3.0, 'Na': 1.0}",4,0,"['Na', 'N']",60.0351407140085
74299,mp-23151,Na4BeAlSi4ClO12,4.6338,"{'Be': 1.0, 'O': 12.0, 'Na': 4.0, 'Al': 1.0, 'Si': 4.0, 'Cl': 1.0}",23,0,"['Al', 'Be', 'Cl', 'Na', 'O', 'Si']",341.524670257315
74315,mp-28291,Ge(SF6)2,4.9602,"{'F': 24.0, 'S': 4.0, 'Ge': 2.0}",30,0,"['F', 'Ge', 'S']",453.288350001468
74323,mp-3828,BaAl2O4,3.9423,"{'Ba': 2.0, 'Al': 4.0, 'O': 8.0}",14,0.003615194107143,"['Al', 'Ba', 'O']",215.859770640616
74355,mp-568848,GaCl2,3.8516,"{'Ga': 8.0, 'Cl': 16.0}",24,0,"['Ga', 'Cl']",706.191760378143
74373,mp-6686,K2NaInF6,5.2445,"{'F': 6.0, 'Na': 1.0, 'K': 2.0, 'In': 1.0}",10,0,"['K', 'Na', 'In', 'F']",166.299586886637
74399,mp-753902,LiFeBO3,3.1612,"{'Li': 2.0, 'Fe': 2.0, 'B': 2.0, 'O': 6.0}",12,0.005056485000008,"['B', 'Fe', 'Li', 'O']",123.689270745363
74481,mp-9844,BaAl2B2O7,4.6455,"{'B': 2.0, 'O': 7.0, 'Al': 2.0, 'Ba': 1.0}",12,0,"['Ba', 'Al', 'B', 'O']",183.868823556503
74507,mp-1019558,BaSr2Mg(SiO4)2,4.7621,"{'Ba': 1.0, 'Sr': 2.0, 'Mg': 1.0, 'Si': 2.0, 'O': 8.0}",14,0,"['Ba', 'Mg', 'O', 'Si', 'Sr']",190.035901682375
74629,mp-1193172,Li2Mn(SO4)2,4.6326,"{'Li': 4.0, 'Mn': 2.0, 'S': 4.0, 'O': 16.0}",26,0,"['Li', 'Mn', 'O', 'S']",328.850815252185
74671,mp-1206039,Rb2SnF6,5.3714,"{'Rb': 2.0, 'Sn': 1.0, 'F': 6.0}",9,0,"['F', 'Rb', 'Sn']",184.543097026944
74750,mp-1227178,Ca4ZrTi3(SiO5)4,3.0211,"{'Ca': 4.0, 'Zr': 1.0, 'Ti': 3.0, 'Si': 4.0, 'O': 20.0}",32,0.009202560703121,"['Ca', 'O', 'Si', 'Ti', 'Zr']",391.302718003587
74770,mp-13230,K3YF6,6.4632,"{'F': 12.0, 'K': 6.0, 'Y': 2.0}",20,0,"['F', 'K', 'Y']",390.664585060165
74775,mp-17071,Rb2CrO4,3.1347,"{'O': 16.0, 'Cr': 4.0, 'Rb': 8.0}",28,0,"['Cr', 'O', 'Rb']",554.694810665404
74783,mp-19219,Li3VO4,4.0385,"{'Li': 6.0, 'O': 8.0, 'V': 2.0}",16,0,"['Li', 'V', 'O']",177.781030951161
74829,mp-554151,SiO2,5.7171,"{'Si': 4.0, 'O': 8.0}",12,0.005578675833332,"['O', 'Si']",193.642030563847
74836,mp-555692,Rb2CO3,3.2556,"{'Rb': 8.0, 'C': 4.0, 'O': 12.0}",24,0.001370320833333,"['C', 'O', 'Rb']",465.6447399219
74844,mp-559377,IOF3,3.628,"{'I': 4.0, 'O': 4.0, 'F': 12.0}",20,0,"['F', 'I', 'O']",356.250334155182
74877,mp-6654,Cs2LiGaF6,6.1363,"{'Li': 1.0, 'F': 6.0, 'Ga': 1.0, 'Cs': 2.0}",10,0,"['Cs', 'Li', 'Ga', 'F']",181.493238879375
74972,mp-8140,AsPO4,4.5679,"{'O': 16.0, 'P': 4.0, 'As': 4.0}",24,0,"['As', 'O', 'P']",342.517736078105
74973,mp-8376,MgAlBO4,6.0084,"{'B': 4.0, 'O': 16.0, 'Mg': 4.0, 'Al': 4.0}",28,0,"['Al', 'B', 'Mg', 'O']",250.199673675656
74979,mp-864766,NaMgSO4F,5.6118,"{'Na': 2.0, 'Mg': 2.0, 'S': 2.0, 'O': 8.0, 'F': 2.0}",16,0,"['F', 'Mg', 'Na', 'O', 'S']",189.80231104342
74983,mp-9636,CsSbF6,5.0883,"{'F': 6.0, 'Sb': 1.0, 'Cs': 1.0}",8,0,"['Cs', 'Sb', 'F']",159.15112183742
75034,mp-1080232,CsSrI3,3.8228,"{'Cs': 2.0, 'Sr': 2.0, 'I': 6.0}",10,0,"['Cs', 'I', 'Sr']",499.667519736924
75096,mp-1192761,Cs2HgCl4,3.0411,"{'Cs': 8.0, 'Hg': 4.0, 'Cl': 16.0}",28,0.006028010178571,"['Cl', 'Cs', 'Hg']",1088.02257040513
75123,mp-1208684,SrCa2(TeO3)3,3.3727,"{'Sr': 2.0, 'Ca': 4.0, 'Te': 6.0, 'O': 18.0}",30,0.002575596827778,"['Ca', 'O', 'Sr', 'Te']",553.060638874765
75270,mp-14161,Sr4Al6SO16,4.3936,"{'O': 16.0, 'Al': 6.0, 'S': 1.0, 'Sr': 4.0}",27,0.001740307129627,"['Al', 'O', 'S', 'Sr']",418.130195567226
75297,mp-1960,Li2O,4.9168,"{'Li': 2.0, 'O': 1.0}",3,0,"['Li', 'O']",25.1963567323965
75328,mp-27455,YCl3,4.9362,"{'Cl': 6.0, 'Y': 2.0}",8,0,"['Y', 'Cl']",282.01136690517
75331,mp-28512,Ba(ClO3)2,5.2793,"{'Ba': 2.0, 'Cl': 4.0, 'O': 12.0}",18,0,"['Ba', 'Cl', 'O']",320.729257539271
75348,mp-5503,ErTaO4,4.0561,"{'O': 8.0, 'Er': 2.0, 'Ta': 2.0}",12,0.003976592499999,"['Er', 'Ta', 'O']",148.069087779532
75355,mp-555669,RbZrMnF7,4.4404,"{'Rb': 2.0, 'Zr': 2.0, 'Mn': 2.0, 'F': 14.0}",20,0,"['F', 'Mn', 'Rb', 'Zr']",319.495385735829
75361,mp-557992,InTeClO3,3.0723,"{'In': 4.0, 'Te': 4.0, 'Cl': 4.0, 'O': 12.0}",24,0,"['Cl', 'In', 'O', 'Te']",426.547404234574
75362,mp-558597,NaLiY2F8,7.3039,"{'Na': 2.0, 'Li': 2.0, 'Y': 4.0, 'F': 16.0}",24,0.0048546275,"['F', 'Li', 'Na', 'Y']",317.339966244769
75374,mp-573697,CsCl,4.8492,"{'Cs': 1.0, 'Cl': 1.0}",2,0,"['Cs', 'Cl']",88.0492889147652
75746,mp-28542,Na3ErCl6,5.2282,"{'Na': 6.0, 'Er': 2.0, 'Cl': 12.0}",20,0,"['Cl', 'Er', 'Na']",514.786169303677
75749,mp-28940,Sr4Nb2O9,3.6476,"{'Sr': 8.0, 'Nb': 4.0, 'O': 18.0}",30,0,"['Nb', 'O', 'Sr']",487.341349554545
75759,mp-30953,GaBr3,3.3474,"{'Ga': 4.0, 'Br': 12.0}",16,0,"['Ga', 'Br']",665.05793280797
75807,mp-555908,CoF2,3.0728,"{'Co': 2.0, 'F': 4.0}",6,0,"['Co', 'F']",72.5207558670996
75811,mp-556786,LiCdPO4,3.2207,"{'Li': 4.0, 'Cd': 4.0, 'P': 4.0, 'O': 16.0}",28,0.000430354325396,"['Cd', 'Li', 'O', 'P']",339.19162090535
75812,mp-557035,K3SO4F,5.2268,"{'K': 6.0, 'S': 2.0, 'O': 8.0, 'F': 2.0}",18,0.0020730875,"['F', 'K', 'O', 'S']",302.123894401358
75822,mp-559123,YSiNO2,4.0729,"{'Y': 6.0, 'Si': 6.0, 'N': 6.0, 'O': 12.0}",30,0.007715513875,"['N', 'O', 'Si', 'Y']",399.335248873745
75828,mp-560308,BaZr4(PO4)6,4.3446,"{'Ba': 1.0, 'Zr': 4.0, 'P': 6.0, 'O': 24.0}",35,0,"['Ba', 'O', 'P', 'Zr']",546.38167726261
75832,mp-562102,K2S2O7,5.2059,"{'K': 4.0, 'S': 4.0, 'O': 14.0}",22,0,"['K', 'S', 'O']",350.782383483965
75894,mp-6809,CaSiSnO5,3.2241,"{'O': 10.0, 'Si': 2.0, 'Ca': 2.0, 'Sn': 2.0}",16,0.008522679374999,"['Ca', 'O', 'Si', 'Sn']",203.493140262903
76106,mp-1194165,Ba3Ge2(B3O8)2,4.1573,"{'Ba': 3.0, 'Ge': 2.0, 'B': 6.0, 'O': 16.0}",27,0,"['B', 'Ba', 'Ge', 'O']",331.396256218745
76202,mp-14333,TaAlO4,4.0686,"{'O': 8.0, 'Al': 2.0, 'Ta': 2.0}",12,0,"['Al', 'O', 'Ta']",145.209318351389
76243,mp-27888,Zr3GeO8,3.8979,"{'Zr': 3.0, 'Ge': 1.0, 'O': 8.0}",12,0.004140104583335,"['Zr', 'Ge', 'O']",136.872452061885
76282,mp-556320,Cs2NaFeF6,4.0526,"{'Cs': 2.0, 'Na': 1.0, 'Fe': 1.0, 'F': 6.0}",10,0.003140004999995,"['Cs', 'Na', 'Fe', 'F']",174.359312067695
76284,mp-557531,Pb2S(O2F)2,3.7117,"{'Pb': 4.0, 'S': 2.0, 'O': 8.0, 'F': 4.0}",18,0,"['F', 'O', 'Pb', 'S']",272.316890173836
76287,mp-559062,KP(OF)2,5.2363,"{'K': 4.0, 'P': 4.0, 'O': 8.0, 'F': 8.0}",24,0,"['F', 'K', 'O', 'P']",398.605528723327
76288,mp-559289,YTaO4,4.089,"{'Y': 2.0, 'Ta': 2.0, 'O': 8.0}",12,0.005326899166667,"['O', 'Ta', 'Y']",151.857754275026
76341,mp-752484,YbB4O7,7.0014,"{'Yb': 2.0, 'B': 8.0, 'O': 14.0}",24,0,"['B', 'O', 'Yb']",196.330210565118
76348,mp-753413,Ba2B2O5,3.8042,"{'Ba': 4.0, 'B': 4.0, 'O': 10.0}",18,0.005498759999998,"['B', 'Ba', 'O']",303.677561831627
76370,mp-756919,Mg3(AsO4)2,3.6575,"{'Mg': 6.0, 'As': 4.0, 'O': 16.0}",26,0,"['As', 'Mg', 'O']",359.426239148217
76480,mp-942700,LiNiSO4F,4.1699,"{'Li': 2.0, 'Ni': 2.0, 'S': 2.0, 'O': 8.0, 'F': 2.0}",16,0.005017836249997,"['F', 'Li', 'Ni', 'O', 'S']",178.495169887311
76517,mp-1025227,Rb2MgCl4,4.9612,"{'Rb': 2.0, 'Mg': 1.0, 'Cl': 4.0}",7,0,"['Cl', 'Mg', 'Rb']",209.659067731703
76554,mp-1080041,Cs2NaBiCl6,3.7163,"{'Cs': 2.0, 'Na': 1.0, 'Bi': 1.0, 'Cl': 6.0}",10,0,"['Bi', 'Cl', 'Cs', 'Na']",335.225902238986
76587,mp-1103324,GdPO4,3.2668,"{'Gd': 2.0, 'P': 2.0, 'O': 8.0}",12,0,"['Gd', 'O', 'P']",153.241150970007
76671,mp-1210432,Na2MgCrF7,4.0181,"{'Na': 4.0, 'Mg': 2.0, 'Cr': 2.0, 'F': 14.0}",22,0,"['Cr', 'F', 'Mg', 'Na']",284.286837813048
76715,mp-1223311,KRbCl2,4.9065,"{'K': 1.0, 'Rb': 1.0, 'Cl': 2.0}",4,0.0029048225,"['Cl', 'K', 'Rb']",140.399206859416
76730,mp-1228948,AlGa(PO4)2,4.8434,"{'Al': 1.0, 'Ga': 1.0, 'P': 2.0, 'O': 8.0}",12,0.005655183333333,"['Al', 'Ga', 'O', 'P']",180.480412959267
76762,mp-18909,BaNi2(PO4)2,3.7524,"{'O': 8.0, 'P': 2.0, 'Ni': 2.0, 'Ba': 1.0}",13,0,"['Ba', 'Ni', 'O', 'P']",161.606911992112
76790,mp-28577,RbBrF4,3.4103,"{'F': 8.0, 'Br': 2.0, 'Rb': 2.0}",12,0,"['Br', 'F', 'Rb']",284.535369486119
76791,mp-28901,AlFeF5,4.2544,"{'Al': 1.0, 'Fe': 1.0, 'F': 5.0}",7,0.007860760000003,"['Al', 'F', 'Fe']",86.3125689530975
76826,mp-556024,Na2TiF6,4.7506,"{'Na': 6.0, 'Ti': 3.0, 'F': 18.0}",27,0,"['F', 'Na', 'Ti']",394.234011903632
77003,mp-1020011,Li14P2(N2O)3,3.5941,"{'Li': 14.0, 'P': 2.0, 'N': 6.0, 'O': 3.0}",25,0,"['Li', 'P', 'N', 'O']",227.018558121373
77005,mp-1020641,Rb2Ca2(SiO3)3,4.1347,"{'Rb': 4.0, 'Ca': 4.0, 'Si': 6.0, 'O': 18.0}",32,0,"['Ca', 'O', 'Rb', 'Si']",533.208891451218
77075,mp-1105223,ZrF4,5.3413,"{'Zr': 4.0, 'F': 16.0}",20,0,"['F', 'Zr']",251.518391113247
77127,mp-1181313,Ga2(TeO3)3,3.7654,"{'Ga': 4.0, 'Te': 6.0, 'O': 18.0}",28,0.007604157767856,"['Ga', 'O', 'Te']",561.041407347784
77307,mp-27926,AsClF8,3.3537,"{'F': 16.0, 'Cl': 2.0, 'As': 2.0}",20,0,"['As', 'Cl', 'F']",322.655658879988
77321,mp-3502,Zn2Te3O8,3.3008,"{'O': 16.0, 'Zn': 4.0, 'Te': 6.0}",26,0,"['O', 'Te', 'Zn']",404.61817265092
77339,mp-555495,K3Y(BO3)2,3.1814,"{'K': 6.0, 'Y': 2.0, 'B': 4.0, 'O': 12.0}",24,0,"['B', 'K', 'O', 'Y']",364.243242541936
77340,mp-555537,Na3ErV2O8,3.6248,"{'Na': 6.0, 'Er': 2.0, 'V': 4.0, 'O': 16.0}",28,0,"['Er', 'Na', 'O', 'V']",399.358260777389
77345,mp-556630,RbAlAs2O7,3.0092,"{'Rb': 2.0, 'Al': 2.0, 'As': 4.0, 'O': 14.0}",22,0,"['Al', 'As', 'O', 'Rb']",320.561917554949
77350,mp-561065,MgTi2(PO5)2,3.1269,"{'Mg': 2.0, 'Ti': 4.0, 'P': 4.0, 'O': 20.0}",30,0,"['Mg', 'O', 'P', 'Ti']",359.179195145709
77353,mp-561725,CsBO2,3.8486,"{'Cs': 6.0, 'B': 6.0, 'O': 12.0}",24,0,"['B', 'Cs', 'O']",474.33426700579
77362,mp-6097,Li3Al(BO3)2,4.8284,"{'Li': 6.0, 'B': 4.0, 'O': 12.0, 'Al': 2.0}",24,0.005949145,"['Al', 'B', 'Li', 'O']",240.073260873598
77401,mp-753794,Hf2P2O9,4.8841,"{'Hf': 4.0, 'P': 4.0, 'O': 18.0}",26,0.007611233076922,"['Hf', 'O', 'P']",345.627198560781
77445,mp-771166,Na2SbAsCO7,3.2302,"{'Na': 4.0, 'Sb': 2.0, 'As': 2.0, 'C': 2.0, 'O': 14.0}",24,0.008742317725688,"['As', 'C', 'Na', 'O', 'Sb']",369.096504311149
77474,mp-865427,KSrCO3F,4.0934,"{'K': 1.0, 'Sr': 1.0, 'C': 1.0, 'O': 3.0, 'F': 1.0}",7,0,"['C', 'F', 'K', 'O', 'Sr']",116.579621059599
77607,mp-1194594,Ta4PbO11,3.3553,"{'Ta': 8.0, 'Pb': 2.0, 'O': 22.0}",32,0,"['O', 'Pb', 'Ta']",428.187151054595
77735,mp-1221034,NaGdF4,4.4903,"{'Na': 3.0, 'Gd': 3.0, 'F': 12.0}",18,0,"['F', 'Gd', 'Na']",234.005301956679
77789,mp-17394,NaYGeO4,3.6473,"{'O': 16.0, 'Na': 4.0, 'Ge': 4.0, 'Y': 4.0}",28,0,"['Ge', 'Na', 'O', 'Y']",401.606487176939
77795,mp-18892,KBaVO4,3.979,"{'O': 16.0, 'K': 4.0, 'V': 4.0, 'Ba': 4.0}",28,0,"['Ba', 'K', 'O', 'V']",502.56135113745
77832,mp-551835,Ba2I2O,3.1127,"{'I': 4.0, 'Ba': 4.0, 'O': 2.0}",10,0,"['Ba', 'I', 'O']",377.30020299935
77837,mp-556655,Li2AlBO4,4.864,"{'Li': 8.0, 'Al': 4.0, 'B': 4.0, 'O': 16.0}",32,0,"['Al', 'B', 'Li', 'O']",337.950487788751
77941,mp-772763,K2ScPCO7,4.3744,"{'K': 4.0, 'Sc': 2.0, 'P': 2.0, 'C': 2.0, 'O': 14.0}",24,0,"['C', 'K', 'O', 'P', 'Sc']",386.884246011176
78234,mp-12878,Sr2YSbO6,3.7028,"{'O': 12.0, 'Sr': 4.0, 'Y': 2.0, 'Sb': 2.0}",20,0,"['O', 'Sb', 'Sr', 'Y']",290.063474845425
78247,mp-17825,Sr2SiO4,4.3768,"{'O': 16.0, 'Si': 4.0, 'Sr': 8.0}",28,0.009033851428571,"['O', 'Si', 'Sr']",403.582705326788
78283,mp-22989,NaIO3,3.7001,"{'O': 12.0, 'Na': 4.0, 'I': 4.0}",20,0,"['I', 'Na', 'O']",316.166937156612
78289,mp-25,N2,7.3314,{'N': 8.0},8,8.88178419700125E-16,['N'],200.810125488421
78292,mp-2605,CaO,3.6447,"{'O': 1.0, 'Ca': 1.0}",2,0,"['Ca', 'O']",28.3320955030677
78311,mp-3009,Rb2BeF4,6.6663,"{'Be': 4.0, 'F': 16.0, 'Rb': 8.0}",28,0,"['Be', 'F', 'Rb']",487.27039981663
78323,mp-3404,RbSO3,5.0264,"{'O': 18.0, 'S': 6.0, 'Rb': 6.0}",30,0,"['O', 'Rb', 'S']",618.071465025018
78339,mp-505647,KGd(WO4)2,3.2321,"{'Gd': 2.0, 'W': 4.0, 'K': 2.0, 'O': 16.0}",24,0,"['Gd', 'K', 'O', 'W']",336.451816590476
78345,mp-541813,RbMgF3,6.6647,"{'Mg': 6.0, 'F': 18.0, 'Rb': 6.0}",30,0,"['F', 'Mg', 'Rb']",439.610535113957
78360,mp-5586,NaErO2,4.0544,"{'O': 8.0, 'Na': 4.0, 'Er': 4.0}",16,0,"['Er', 'Na', 'O']",217.49472554866
78361,mp-558629,Ba2ZnSi2O7,4.004,"{'Ba': 4.0, 'Zn': 2.0, 'Si': 4.0, 'O': 14.0}",24,0,"['Ba', 'O', 'Si', 'Zn']",371.101443975496
78362,mp-558993,Na2GaNiF7,4.3409,"{'Na': 4.0, 'Ga': 2.0, 'Ni': 2.0, 'F': 14.0}",22,0,"['F', 'Ga', 'Na', 'Ni']",281.333517765331
78422,mp-7569,KAsF6,4.9041,"{'F': 6.0, 'K': 1.0, 'As': 1.0}",8,0,"['K', 'As', 'F']",123.600611497276
78716,mp-23004,CsMgCl3,5.1261,"{'Mg': 2.0, 'Cl': 6.0, 'Cs': 2.0}",10,0,"['Cs', 'Mg', 'Cl']",298.388416438588
78717,mp-23260,BaI2,3.4431,"{'Ba': 8.0, 'I': 16.0}",24,0,"['Ba', 'I']",1061.22945801617
78744,mp-3904,Mg2GeO4,3.0734,"{'O': 8.0, 'Mg': 4.0, 'Ge': 2.0}",14,0.000770212499989,"['Ge', 'Mg', 'O']",145.542219334189
78753,mp-5223,GdAlO3,3.2382,"{'O': 12.0, 'Al': 4.0, 'Gd': 4.0}",20,0.008295570149997,"['Gd', 'Al', 'O']",213.181155049434
78758,mp-5370,ErNbO4,3.5276,"{'O': 8.0, 'Nb': 2.0, 'Er': 2.0}",12,0,"['Er', 'Nb', 'O']",149.624521331049
78766,mp-5427,Mg2P2O7,5.3203,"{'O': 7.0, 'Mg': 2.0, 'P': 2.0}",11,0.006141959545462,"['Mg', 'P', 'O']",121.200197768191
78782,mp-556258,Na3BeAl(SiO4)2,4.3245,"{'Na': 6.0, 'Be': 2.0, 'Al': 2.0, 'Si': 4.0, 'O': 16.0}",30,0,"['Al', 'Be', 'Na', 'O', 'Si']",371.102853698127
78791,mp-558480,K2P2O5F2,5.0484,"{'K': 4.0, 'P': 4.0, 'O': 10.0, 'F': 4.0}",22,0,"['F', 'K', 'O', 'P']",367.120738092389
78801,mp-560127,K2MnF6,3.1968,"{'F': 12.0, 'K': 4.0, 'Mn': 2.0}",18,0.000781057222222,"['F', 'K', 'Mn']",281.81677791826
78809,mp-561397,SO3,5.1417,"{'S': 4.0, 'O': 12.0}",16,0.004096723541667,"['O', 'S']",247.976582975734
78840,mp-6661,BaTi(SiO3)3,3.065,"{'O': 18.0, 'Si': 6.0, 'Ti': 2.0, 'Ba': 2.0}",28,0,"['Ba', 'O', 'Si', 'Ti']",387.652715949901
78952,mp-776164,LiFeF4,3.0526,"{'Li': 2.0, 'Fe': 2.0, 'F': 8.0}",12,0.004534379166675,"['F', 'Fe', 'Li']",138.695630181333
78955,mp-776635,Li2FeF5,3.6531,"{'Li': 4.0, 'Fe': 2.0, 'F': 10.0}",16,0.008039602708338,"['F', 'Fe', 'Li']",178.211413731143
78957,mp-779362,Li2MnFe(BO3)2,3.1151,"{'Li': 4.0, 'Mn': 2.0, 'Fe': 2.0, 'B': 4.0, 'O': 12.0}",24,0.004919029305552,"['B', 'Fe', 'Li', 'Mn', 'O']",253.46129873906
79007,mp-1019544,BaZrO3,3.1195,"{'Ba': 2.0, 'Zr': 2.0, 'O': 6.0}",10,0.00170497,"['Ba', 'Zr', 'O']",153.863148602925
79057,mp-1096967,FeF3,3.0008,"{'Fe': 6.0, 'F': 18.0}",24,0.001055749583333,"['F', 'Fe']",366.855328862314
79134,mp-1205394,K2SbF5,4.66,"{'K': 8.0, 'Sb': 4.0, 'F': 20.0}",32,0,"['F', 'K', 'Sb']",597.92045894068
79224,mp-19254,FeSO4,4.2084,"{'O': 16.0, 'S': 4.0, 'Fe': 4.0}",24,0,"['Fe', 'O', 'S']",297.799658115924
79249,mp-27896,BF3,8.1319,"{'B': 8.0, 'F': 24.0}",32,0.000768382812501,"['B', 'F']",493.971614075188
79251,mp-28109,SbAsO3,3.495,"{'O': 12.0, 'As': 4.0, 'Sb': 4.0}",20,0,"['As', 'O', 'Sb']",358.210913835929
79267,mp-4266,KAsF6,4.8578,"{'F': 6.0, 'K': 1.0, 'As': 1.0}",8,9.98150000004472E-05,"['As', 'F', 'K']",123.058193394135
79293,mp-559798,NiF2,4.8034,"{'Ni': 2.0, 'F': 4.0}",6,0,"['Ni', 'F']",68.9778418250044
79296,mp-560742,Ba2TeP2O9,3.426,"{'Ba': 4.0, 'Te': 2.0, 'P': 4.0, 'O': 18.0}",28,0,"['Ba', 'O', 'P', 'Te']",448.937490099519
79326,mp-6812,KBaPO4,4.9459,"{'O': 16.0, 'P': 4.0, 'K': 4.0, 'Ba': 4.0}",28,0,"['K', 'Ba', 'P', 'O']",456.666888876939
79482,mp-9839,K2LiAlF6,7.4418,"{'Li': 1.0, 'F': 6.0, 'Al': 1.0, 'K': 2.0}",10,0.00150469,"['K', 'Li', 'Al', 'F']",127.256415364599
79483,mp-984716,CaSn4(PO4)6,3.5185,"{'Ca': 1.0, 'Sn': 4.0, 'P': 6.0, 'O': 24.0}",35,0,"['Ca', 'O', 'P', 'Sn']",475.698784169942
79670,mp-1192530,CsPPbO4,4.0839,"{'Cs': 4.0, 'P': 4.0, 'Pb': 4.0, 'O': 16.0}",28,0,"['Cs', 'O', 'P', 'Pb']",536.041101153589
79675,mp-1193312,Cs3Er2Br9,4.2078,"{'Cs': 6.0, 'Er': 4.0, 'Br': 18.0}",28,0,"['Br', 'Cs', 'Er']",1105.56616957235
79715,mp-1209161,RbSr2Cl5,5.1982,"{'Rb': 4.0, 'Sr': 8.0, 'Cl': 20.0}",32,0,"['Cl', 'Rb', 'Sr']",952.907891876654
79804,mp-17335,ErAg(WO4)2,3.1791,"{'O': 16.0, 'Ag': 2.0, 'Er': 2.0, 'W': 4.0}",24,0.002208192604167,"['Ag', 'Er', 'O', 'W']",315.016313177712
79805,mp-17371,K2ErF5,6.7983,"{'F': 20.0, 'K': 8.0, 'Er': 4.0}",32,0,"['Er', 'F', 'K']",532.592712358611
79809,mp-18849,Fe2P2O7,3.7487,"{'O': 7.0, 'P': 2.0, 'Fe': 2.0}",11,0.001799726363634,"['Fe', 'P', 'O']",128.400831319479
79819,mp-22903,RbI,3.777,"{'Rb': 1.0, 'I': 1.0}",2,0,"['Rb', 'I']",104.957104739849
79842,mp-36066,PNO,5.0789,"{'N': 2.0, 'O': 2.0, 'P': 2.0}",6,0.000962293333333,"['P', 'N', 'O']",77.4643325540573
79845,mp-3834,BaZrO3,3.0486,"{'O': 3.0, 'Zr': 1.0, 'Ba': 1.0}",5,0,"['Ba', 'Zr', 'O']",77.0743164984091
79846,mp-3933,Mg2PN3,3.5372,"{'N': 6.0, 'Mg': 4.0, 'P': 2.0}",12,0,"['Mg', 'P', 'N']",132.608457969648
79849,mp-4558,Li4GeO4,4.0941,"{'Li': 8.0, 'O': 8.0, 'Ge': 2.0}",18,0,"['Ge', 'Li', 'O']",179.747217496792
79850,mp-4906,Te2SO7,3.2947,"{'O': 14.0, 'S': 2.0, 'Te': 4.0}",20,0,"['O', 'S', 'Te']",307.940767182944
79851,mp-4934,Al2SiO5,4.9544,"{'O': 20.0, 'Al': 8.0, 'Si': 4.0}",32,0.007876935312501,"['Al', 'O', 'Si']",342.650470090866
79869,mp-559554,Li2TeO3,3.9619,"{'Li': 4.0, 'Te': 2.0, 'O': 6.0}",12,0.002422585416664,"['Li', 'O', 'Te']",341.150180931224
79887,mp-607267,KPb2Cl5,3.6184,"{'K': 4.0, 'Pb': 8.0, 'Cl': 20.0}",32,0,"['Cl', 'K', 'Pb']",924.569196481933
79891,mp-6332,Li2TiSiO5,3.2153,"{'Li': 4.0, 'O': 10.0, 'Si': 2.0, 'Ti': 2.0}",18,0,"['Li', 'O', 'Si', 'Ti']",188.992336294895
79907,mp-7331,Cs2MgFe(CN)6,4.1748,"{'C': 6.0, 'N': 6.0, 'Mg': 1.0, 'Fe': 1.0, 'Cs': 2.0}",16,0,"['C', 'Cs', 'Fe', 'Mg', 'N']",287.336700666993
79930,mp-759575,Li2FeSiO4,3.1213,"{'Li': 8.0, 'Fe': 4.0, 'Si': 4.0, 'O': 16.0}",32,0,"['Fe', 'Li', 'O', 'Si']",347.336201114628
79980,mp-9212,NaAlO2,3.8007,"{'O': 8.0, 'Na': 4.0, 'Al': 4.0}",16,0,"['Na', 'Al', 'O']",204.023491726578
80015,mp-1070599,CsYbCl3,5.3437,"{'Cs': 1.0, 'Yb': 1.0, 'Cl': 3.0}",5,0,"['Cl', 'Cs', 'Yb']",159.725179335554
80091,mp-1194312,Cs2MoO4,4.6361,"{'Cs': 8.0, 'Mo': 4.0, 'O': 16.0}",28,0,"['Cs', 'Mo', 'O']",683.268659694905
80130,mp-1209180,RbSc(MoO4)2,3.6197,"{'Rb': 1.0, 'Sc': 1.0, 'Mo': 2.0, 'O': 8.0}",12,0,"['Mo', 'O', 'Rb', 'Sc']",235.738165709051
80300,mp-19048,BaWO4,4.8845,"{'O': 8.0, 'Ba': 2.0, 'W': 2.0}",12,0,"['Ba', 'W', 'O']",212.365381214407
80316,mp-23347,Rb4YbI6,3.6886,"{'Rb': 8.0, 'I': 12.0, 'Yb': 2.0}",22,0,"['I', 'Rb', 'Yb']",1063.14284691246
80323,mp-28295,CsIO3,3.0624,"{'O': 6.0, 'I': 2.0, 'Cs': 2.0}",10,0,"['Cs', 'I', 'O']",219.356074802846
80331,mp-29269,NaSbF4,4.3265,"{'F': 16.0, 'Na': 4.0, 'Sb': 4.0}",24,0,"['F', 'Na', 'Sb']",400.513498344785
80395,mp-6853,Ca3TaGa3(SiO7)2,3.913,"{'O': 14.0, 'Si': 2.0, 'Ca': 3.0, 'Ga': 3.0, 'Ta': 1.0}",23,0,"['Ca', 'Ga', 'O', 'Si', 'Ta']",293.567975347778
80411,mp-753671,PNO,5.0708,"{'P': 2.0, 'N': 2.0, 'O': 2.0}",6,0,"['P', 'N', 'O']",76.6682347937694
80413,mp-754349,GdOF,3.1402,"{'Gd': 2.0, 'O': 2.0, 'F': 2.0}",6,0.001722843333333,"['Gd', 'O', 'F']",86.3094814775976
